instance_type,cores,direction,threads,message_size,throughput,unit
16,2025_03_14T13_17_41Z,forward,4,1K,8.16,Gbits/sec
16,2025_03_14T13_17_41Z,forward,4,2K,9.97,Gbits/sec
16,2025_03_14T13_17_41Z,forward,4,4K,18.4,Gbits/sec
16,2025_03_14T13_17_41Z,forward,4,8K,23.6,Gbits/sec
16,2025_03_14T13_17_41Z,forward,4,16K,38.1,Gbits/sec
16,2025_03_14T13_17_41Z,forward,4,32K,38.1,Gbits/sec
16,2025_03_14T13_17_41Z,forward,4,64K,38.1,Gbits/sec
16,2025_03_14T13_17_41Z,forward,4,128K,38.0,Gbits/sec
16,2025_03_14T13_17_41Z,forward,4,256K,38.1,Gbits/sec
16,2025_03_14T13_17_41Z,forward,4,512K,38.1,Gbits/sec
16,2025_03_14T13_17_41Z,forward,4,1M,38.1,Gbits/sec
16,2025_03_14T13_17_41Z,forward,8,64,612.0,Mbits/sec
16,2025_03_14T13_17_41Z,forward,8,128,1.15,Gbits/sec
16,2025_03_14T13_17_41Z,forward,8,256,2.31,Gbits/sec
16,2025_03_14T13_17_41Z,forward,8,512,3.73,Gbits/sec
16,2025_03_14T13_17_41Z,forward,8,1K,8.46,Gbits/sec
16,2025_03_14T13_17_41Z,forward,8,2K,9.27,Gbits/sec
16,2025_03_14T13_17_41Z,forward,8,4K,13.1,Gbits/sec
16,2025_03_14T13_17_41Z,forward,8,8K,15.4,Gbits/sec
16,2025_03_14T13_17_41Z,forward,8,16K,39.2,Gbits/sec
16,2025_03_14T13_17_41Z,forward,8,32K,45.6,Gbits/sec
16,2025_03_14T13_17_41Z,forward,8,64K,38.3,Gbits/sec
16,2025_03_14T13_17_41Z,forward,8,128K,40.2,Gbits/sec
16,2025_03_14T13_17_41Z,forward,8,256K,49.8,Gbits/sec
16,2025_03_14T13_17_41Z,forward,8,512K,49.8,Gbits/sec
16,2025_03_14T13_17_41Z,forward,8,1M,49.8,Gbits/sec
