protocol,server.buf_size,server.rsp_size,client.buf_size,client.msg_size,num_samples,num_warmup_rounds,timeout_sec,act_sample_count,act_warmup_rounds,min,max,p99,p999,avg,median,q25,q75,lower_bound,upper_bound,num_outliers_lo,num_outliers_hi,outliers_lo,outliers_hi,scenario,instance_type,timestamp,git_hash,architecture_id
inet,1024,262144,1048576,8,1000000,10000,10,6300,700,626.038,2818.133,2164.252,2334.89,1612.161183,1574.84,1398.576,1844.474,729.729,2513.321,2,2,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:26:22,41bc1ff,5
inet,1024,524288,1048576,8,1000000,10000,10,4500,500,1239.109,3385.429,3123.315,3270.364,2405.749618,2386.967,2195.581,2622.791,1554.766,3263.606,14,7,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:26:22,41bc1ff,5
inet,1024,1048576,1048576,8,1000000,10000,10,2700,300,2610.634,8160.412,5138.448,5327.618,4289.358521,4274.149,4064.071,4519.818,3380.4505,5203.4385,33,11,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:26:22,41bc1ff,5
inet,1024,64,1048576,8,1000000,10000,10,8100,900,132.668,1593.906,1410.71,1486.184,1117.915644,1186.794,986.544,1299.793,516.6705,1593.906,160,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,128,1048576,8,1000000,10000,10,9000,1000,129.58,1534.749,1366.528,1417.875,1098.812697,1167.224,969.527,1267.334,522.8165,1534.749,145,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,256,1048576,8,1000000,10000,10,1000,10000,124.329,1321.231,1265.953,1321.231,882.41988,937.4,719.157,1145.118,124.329,1321.231,0,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,512,1048576,8,1000000,10000,10,9000,1000,125.667,1477.939,1358.387,1406.615,1072.638217,1140.319,943.128,1262.289,464.3865,1477.939,197,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,1024,1048576,8,1000000,10000,10,8100,900,150.248,1661.197,1391.908,1495.19,1125.301389,1184.027,1002.322,1282.873,581.4955,1661.197,155,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,2048,1048576,8,1000000,10000,10,9000,1000,132.053,1457.085,1381.05,1430.579,1093.787641,1126.582,969.483,1269.901,518.856,1457.085,105,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,4096,1048576,8,1000000,10000,10,1000,10000,134.85,1453.158,1390.559,1453.158,1134.678699,1203.823,1020.298,1291.226,613.906,1453.158,27,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,8192,1048576,8,1000000,10000,10,8100,900,145.45,2893.143,1382.623,1434.952,1140.165317,1201.649,1021.377,1284.333,626.943,1678.767,165,1,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,16384,1048576,8,1000000,10000,10,9000,1000,189.542,1539.685,1381.336,1458.73,1085.05721,1110.904,956.935,1248.319,519.859,1539.685,57,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,32768,1048576,8,1000000,10000,10,9000,1000,208.716,1586.155,1319.004,1447.351,996.949058,1035.823,863.294,1191.319,371.2565,1586.155,158,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,65536,1048576,8,1000000,10000,10,9000,1000,224.74,1619.278,1419.034,1550.074,1024.738042,1062.254,872.657,1207.532,370.3445,1619.278,137,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,131072,1048576,8,1000000,10000,10,8100,900,360.703,1930.48,1585.156,1704.69,1206.324085,1234.058,1080.981,1357.006,666.9435,1771.0435,117,3,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,262144,1048576,8,1000000,10000,10,6300,700,547.937,1895.254,1800.808,1868.767,1430.94184,1440.851,1286.198,1630.454,769.814,1895.254,62,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,524288,1048576,8,1000000,10000,10,4500,500,988.516,2991.714,2838.289,2940.896,2278.777805,2301.276,2090.254,2500.658,1474.648,2991.714,70,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,1048576,1048576,8,1000000,10000,10,2700,300,2100.391,5245.712,5024.526,5198.676,4412.89404,4445.443,4239.462,4631.098,3652.008,5218.552,58,1,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,64,1048576,8,1000000,10000,10,9000,1000,129.815,1442.742,1344.929,1385.136,1028.985502,1069.699,902.489,1217.921,429.341,1442.742,231,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,128,1048576,8,1000000,10000,10,8100,900,145.977,1507.795,1381.802,1443.813,1118.719299,1178.474,994.255,1279.809,565.924,1507.795,144,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,256,1048576,8,1000000,10000,10,8100,900,263.351,1486.72,1364.978,1418.483,1114.395522,1173.757,995.678,1270.247,583.8245,1486.72,166,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,512,1048576,8,1000000,10000,10,8100,900,144.112,1468.778,1370.203,1413.889,1122.159194,1183.632,1004.926,1272.97,602.86,1468.778,165,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,1024,1048576,8,1000000,10000,10,9000,1000,131.12,1510.072,1377.31,1433.369,1098.340147,1161.719,962.528,1274.608,494.408,1510.072,165,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,2048,1048576,8,1000000,10000,10,9000,1000,131.434,1482.601,1371.539,1422.097,1084.466233,1114.307,960.32,1258.208,513.488,1482.601,97,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,4096,1048576,8,1000000,10000,10,9000,1000,136.122,1498.816,1389.164,1439.345,1050.761584,1104.604,881.261,1279.831,283.406,1498.816,142,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,8192,1048576,8,1000000,10000,10,9000,1000,134.169,1469.879,1396.754,1443.624,1057.348557,1105.571,886.833,1273.757,306.447,1469.879,100,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,16384,1048576,8,1000000,10000,10,1000,10000,158.384,1383.544,1279.808,1383.544,830.257583,868.208,625.24,1074.838,158.384,1383.544,0,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,32768,1048576,8,1000000,10000,10,8100,900,198.827,1581.955,1403.754,1528.286,1149.472679,1199.941,1041.22,1288.314,670.579,1581.955,185,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,65536,1048576,8,1000000,10000,10,9000,1000,241.649,1571.5,1375.133,1449.14,1039.112974,1080.144,895.688,1227.873,397.4105,1571.5,116,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,131072,1048576,8,1000000,10000,10,9000,1000,326.365,1706.924,1495.806,1645.761,1104.1223,1142.935,971.353,1260.541,537.571,1694.323,69,4,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,262144,1048576,8,1000000,10000,10,6300,700,529.64,2000.401,1832.506,1919.69,1437.631931,1468.42,1259.583,1664.193,652.668,2000.401,9,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,524288,1048576,8,1000000,10000,10,4500,500,1007.872,3094.202,2917.949,3017.477,2403.214624,2421.914,2223.976,2615.828,1636.198,3094.202,44,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,1048576,1048576,8,1000000,10000,10,2700,300,2937.761,5199.513,5031.902,5135.012,4440.915735,4471.116,4280.275,4640.803,3739.483,5181.595,68,1,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:53:57,cdbcb12,5
inet,1024,64,1048576,8,1000000,10000,10,9000,1000,128.779,1538.927,1410.724,1494.654,1125.955458,1190.605,1000.864,1292.173,563.9005,1538.927,203,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,128,1048576,8,1000000,10000,10,9000,1000,136.871,1521.185,1414.74,1475.05,1042.130494,1107.298,864.016,1283.873,234.2305,1521.185,165,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,256,1048576,8,1000000,10000,10,8100,900,163.319,1549.688,1420.124,1482.867,1163.241165,1224.847,1053.413,1312.915,664.16,1549.688,264,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,512,1048576,8,1000000,10000,10,8100,900,137.837,1530.143,1416.259,1465.122,1152.300123,1210.839,1038.323,1307.148,635.0855,1530.143,231,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,1024,1048576,8,1000000,10000,10,1000,10000,166.987,1365.831,1286.949,1365.831,988.480252,1046.292,867.266,1189.015,384.6425,1365.831,20,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,2048,1048576,8,1000000,10000,10,1000,10000,147.993,1407.395,1388.045,1407.395,996.470075,1035.67,832.038,1236.559,225.2565,1407.395,17,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,4096,1048576,8,1000000,10000,10,8100,900,157.599,1558.985,1424.306,1481.173,1168.227275,1225.348,1058.04,1317.337,669.0945,1558.985,199,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,8192,1048576,8,1000000,10000,10,2000,10000,142.722,1425.061,1312.531,1368.011,979.498165,1026.547,845.956,1173.414,354.769,1425.061,27,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,16384,1048576,8,1000000,10000,10,9000,1000,212.822,1614.53,1420.962,1540.639,1102.540356,1128.731,979.923,1256.903,564.453,1614.53,59,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,32768,1048576,8,1000000,10000,10,9000,1000,197.337,1708.424,1435.732,1578.697,1091.140703,1158.434,913.323,1282.924,358.9215,1708.424,44,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,65536,1048576,8,1000000,10000,10,8100,900,279.51,1727.474,1503.076,1594.59,1197.326781,1250.793,1076.742,1333.625,691.4175,1718.9495,149,1,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,131072,1048576,8,1000000,10000,10,8100,900,468.672,1752.089,1578.329,1676.345,1247.828137,1286.066,1140.828,1374.895,789.7275,1725.9955,153,3,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,262144,1048576,8,1000000,10000,10,6300,700,676.789,2023.513,1913.421,1991.61,1560.275423,1593.24,1409.084,1739.819,912.9815,2023.513,25,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,524288,1048576,8,1000000,10000,10,4500,500,1159.657,3115.917,2887.622,3017.351,2336.334253,2358.1,2135.022,2565.357,1489.5195,3115.917,21,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,1048576,1048576,8,1000000,10000,10,2700,300,2636.939,5289.516,4845.753,5058.076,4235.770011,4259.127,4052.765,4453.994,3450.9215,5055.8375,42,3,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:54:44,cdbcb12,5
inet,1024,64,1048576,8,1000000,10000,10,8100,900,141.25,3473.28,1913.912,2131.021,1126.374129,1129.377,953.564,1260.282,493.487,1720.359,65,312,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,128,1048576,8,1000000,10000,10,9000,1000,230.012,2009.826,1562.548,1855.363,1040.740142,1054.385,898.673,1216.078,422.5655,1692.1855,98,52,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,256,1048576,8,1000000,10000,10,9000,1000,160.047,1739.287,1403.352,1497.468,1046.332613,1069.838,910.847,1229.052,433.5395,1706.3595,118,1,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,512,1048576,8,1000000,10000,10,1000,10000,149.904,1428.226,1345.174,1428.226,933.660476,954.225,776.427,1159.926,201.1785,1428.226,21,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,1024,1048576,8,1000000,10000,10,9000,1000,171.671,1687.989,1372.941,1452.88,1044.629193,1069.762,908.928,1221.878,439.503,1687.989,93,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,2048,1048576,8,1000000,10000,10,2000,10000,140.916,1428.979,1347.884,1413.74,878.123398,876.669,682.262,1122.209,140.916,1428.979,0,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,4096,1048576,8,1000000,10000,10,1000,10000,161.621,1461.569,1346.484,1461.569,968.191009,977.93,815.565,1156.732,303.8145,1461.569,6,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,8192,1048576,8,1000000,10000,10,9000,1000,153.754,1640.429,1377.654,1492.31,1029.868564,1053.87,891.539,1210.707,412.787,1640.429,54,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,16384,1048576,8,1000000,10000,10,1000,10000,179.637,2124.76,1413.675,2124.76,912.856061,929.278,764.734,1111.135,245.1325,1630.7365,18,3,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,32768,1048576,8,1000000,10000,10,1000,10000,217.975,1720.526,1457.54,1720.526,1008.078312,1045.397,841.097,1200.374,302.1815,1720.526,9,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,65536,1048576,8,1000000,10000,10,8100,900,286.531,2133.806,1568.137,1698.153,1148.12279,1177.651,1029.399,1282.133,650.298,1661.234,121,13,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,131072,1048576,8,1000000,10000,10,8100,900,522.678,2338.164,1655.945,1810.06,1245.959845,1268.393,1144.134,1355.836,826.581,1673.389,124,61,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,262144,1048576,8,1000000,10000,10,6300,700,619.42,2091.035,1864.237,1982.058,1451.114254,1438.794,1321.455,1610.811,887.421,2044.845,46,4,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,524288,1048576,8,1000000,10000,10,4500,500,1319.062,3307.981,2984.623,3195.218,2458.880811,2444.484,2310.374,2627.803,1834.2305,3103.9465,34,11,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,1048576,1048576,8,1000000,10000,10,2700,300,2592.882,5174.306,4734.486,4874.997,4092.538162,4089.234,3917.345,4292.449,3354.689,4855.105,41,3,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,64,1048576,8,1000000,10000,10,1000,10000,157.566,1873.183,1674.604,1873.183,997.160538,1002.548,832.199,1198.87,282.1925,1748.8765,5,6,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,128,1048576,8,1000000,10000,10,9000,1000,167.34,1898.212,1405.425,1790.357,999.564368,1014.314,864.36,1191.548,373.578,1682.33,65,38,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,256,1048576,8,1000000,10000,10,8000,10000,129.472,1547.839,1181.148,1236.321,680.132064,729.508,446.927,937.589,129.472,1547.839,0,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,512,1048576,8,1000000,10000,10,9000,1000,150.461,2205.66,1382.888,1778.065,1008.362764,1024.235,872.586,1197.232,385.617,1684.201,62,26,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,1024,1048576,8,1000000,10000,10,1000,10000,145.425,1461.241,1337.107,1461.241,908.074787,927.149,752.981,1128.436,189.7985,1461.241,23,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,2048,1048576,8,1000000,10000,10,3000,10000,136.063,1420.492,1321.976,1382.073,782.071181,797.467,584.735,1008.503,136.063,1420.492,0,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,4096,1048576,8,1000000,10000,10,1000,10000,233.099,1389.418,1339.921,1389.418,996.768536,1021.399,871.794,1196.456,384.801,1389.418,14,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,8192,1048576,8,1000000,10000,10,5000,10000,128.665,1328.597,1206.509,1272.828,684.017696,725.861,459.339,910.608,128.665,1328.597,0,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,16384,1048576,8,1000000,10000,10,7200,800,248.882,2551.868,2186.741,2402.334,1395.481745,1339.066,1113.201,1708.5,248.882,2551.868,0,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,32768,1048576,8,1000000,10000,10,6300,700,181.3,2673.492,2367.396,2550.261,1521.978459,1549.343,1224.065,1854.583,278.288,2673.492,53,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,65536,1048576,8,1000000,10000,10,6300,700,359.309,2584.262,2319.39,2484.544,1639.469377,1651.479,1435.477,1864.743,791.578,2508.642,66,5,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,131072,1048576,8,1000000,10000,10,5400,600,574.932,2695.237,2477.764,2637.244,1861.789629,1890.037,1660.841,2087.93,1020.2075,2695.237,64,0,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,262144,1048576,8,1000000,10000,10,4500,500,1012.306,2904.949,2602.308,2816.307,2023.525436,2032.916,1833.804,2216.463,1259.8155,2790.4515,15,7,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,524288,1048576,8,1000000,10000,10,3600,400,1068.695,7580.52,3946.426,4301.807,3006.525652,3015.653,2726.666,3308.14,1854.455,4180.351,18,7,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,1048576,1048576,8,1000000,10000,10,1800,200,3500.954,6571.378,6077.32,6465.901,5024.127983,5020.928,4732.318,5309.349,3866.7715,6174.8955,9,10,,,cross_instance_host2enclave,c6in.8xlarge,2025-03-12 13:55:23,cdbcb12,5
inet,1024,64,1048576,8,1000000,10000,10,194000,10000,43.16,765.095,52.313,60.097,49.058996,49.103,48.8,49.355,47.9675,50.1875,23217,19211,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,128,1048576,8,1000000,10000,10,195000,10000,42.075,915.15,52.969,62.218,48.756196,49.006,47.83,49.279,45.6565,51.4525,4794,7370,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,256,1048576,8,1000000,10000,10,194000,10000,43.837,74.909,52.629,61.571,49.111664,49.105,48.822,49.328,48.063,50.087,23095,20000,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,512,1048576,8,1000000,10000,10,196000,10000,42.408,70.526,52.969,60.71,48.616172,48.72,47.396,49.747,43.8695,53.2735,10,1619,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,1024,1048576,8,1000000,10000,10,194000,10000,42.42,74.327,53.335,61.845,49.114147,49.114,48.739,49.429,47.704,50.464,20958,17337,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,2048,1048576,8,1000000,10000,10,199000,10000,38.962,68.088,52.01,59.896,47.761419,47.602,46.746,48.557,44.0295,51.2735,10,3621,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,4096,1048576,8,1000000,10000,10,192000,10000,42.191,324.36,53.237,61.156,49.444718,49.221,48.667,50.113,46.498,52.282,459,5389,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,8192,1048576,8,1000000,10000,10,191000,10000,41.717,1394.761,54.201,97.812,49.808172,49.463,48.84,50.317,46.6245,52.5325,364,6237,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,16384,1048576,8,1000000,10000,10,184000,10000,44.712,72.272,58.267,64.104,51.597236,51.169,50.363,52.386,47.3285,55.4205,7,6287,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,32768,1048576,8,1000000,10000,10,167000,10000,49.978,82.476,66.177,71.228,56.490645,56.022,54.465,57.961,49.978,63.205,0,5751,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,65536,1048576,8,1000000,10000,10,81000,10000,55.835,735.745,300.16,519.037,109.614342,101.26,98.311,104.949,88.354,114.906,2136,8371,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,131072,1048576,8,1000000,10000,10,73000,10000,70.101,782.037,335.13,476.07,120.862101,110.835,100.143,116.305,75.9,140.548,90,10047,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,262144,1048576,8,1000000,10000,10,35000,10000,90.575,930.38,414.298,642.978,222.643675,218.444,208.656,229.635,177.1875,261.1035,1996,1952,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,524288,1048576,8,1000000,10000,10,13000,10000,306.838,567.01,478.91,485.371,440.087293,441.739,428.818,450.739,395.9365,483.6205,20,39,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,1048576,1048576,8,1000000,10000,10,2000,10000,834.686,933.848,917.446,922.764,880.244302,877.877,871.198,888.888,844.663,915.423,13,56,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:43:47,1bd9349,4
inet,1024,64,1048576,8,1000000,10000,10,208000,10000,39.6,135.956,50.634,58.436,45.831929,45.511,44.754,46.518,42.108,49.164,4,7963,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,128,1048576,8,1000000,10000,10,196000,10000,42.058,381.905,51.245,59.932,48.447534,49.013,48.063,49.244,46.2915,51.0155,26111,2224,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,256,1048576,8,1000000,10000,10,195000,10000,43.006,92.05,54.095,60.913,48.903373,48.993,47.889,49.439,45.564,51.764,6040,13440,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,512,1048576,8,1000000,10000,10,196000,10000,40.17,385.691,52.844,60.951,48.442211,48.672,47.222,49.611,43.6385,53.1945,37,1557,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,1024,1048576,8,1000000,10000,10,196000,10000,40.858,1067.083,52.469,60.241,48.645329,48.985,47.66,49.403,45.0455,52.0175,2091,3034,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,2048,1048576,8,1000000,10000,10,194000,10000,43.212,169.25,52.753,60.506,49.138947,49.099,48.372,49.842,46.167,52.047,2961,4153,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,4096,1048576,8,1000000,10000,10,194000,10000,40.005,1563.354,53.037,62.017,49.174452,49.102,48.693,49.417,47.607,50.503,13728,17638,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,8192,1048576,8,1000000,10000,10,187000,10000,43.135,110.054,57.288,96.735,50.761871,50.011,48.92,52.02,44.27,56.67,51,2491,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,16384,1048576,8,1000000,10000,10,183000,10000,45.068,89.667,59.767,66.071,51.925028,51.55,50.607,52.814,47.2965,56.1245,4,5607,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,32768,1048576,8,1000000,10000,10,169000,10000,48.638,408.126,65.647,69.934,55.594122,55.012,53.74,56.802,49.147,61.395,4,6339,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,65536,1048576,8,1000000,10000,10,79000,10000,55.941,807.199,386.524,548.669,113.025274,101.809,98.408,106.381,86.4485,118.3405,882,7700,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,131072,1048576,8,1000000,10000,10,72000,10000,72.63,794.654,430.303,576.342,123.078899,110.481,99.718,116.602,74.392,141.928,12,8466,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,262144,1048576,8,1000000,10000,10,35000,10000,94.227,838.734,465.288,630.139,222.698865,216.381,208.075,232.119,172.009,268.185,2536,1935,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,524288,1048576,8,1000000,10000,10,13000,10000,201.757,1003.786,484.683,772.171,440.167526,441.732,432.452,451.117,404.4545,479.1145,378,204,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,1048576,1048576,8,1000000,10000,10,2000,10000,842.011,923.556,916.637,921.021,880.259432,879.38,871.534,889.616,844.411,916.739,14,19,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 12:46:33,1bd9349,4
inet,1024,64,1048576,8,1000000,10000,10,194000,10000,43.349,121.131,54.544,67.425,49.170761,49.106,48.456,49.645,46.6725,51.4285,9777,10734,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
