protocol,server.buf_size,server.rsp_size,client.buf_size,client.msg_size,num_samples,num_warmup_rounds,timeout_sec,act_sample_count,act_warmup_rounds,min,max,p99,p999,avg,median,q25,q75,lower_bound,upper_bound,num_outliers_lo,num_outliers_hi,outliers_lo,outliers_hi,scenario,instance_type,timestamp,git_hash,architecture_id
inet,1024,128,1048576,8,1000000,10000,10,206000,10000,36.273,481.414,55.064,93.865,46.252076,45.546,44.447,47.384,40.0415,51.7895,3,4362,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
inet,1024,256,1048576,8,1000000,10000,10,200000,10000,42.367,561.406,52.083,65.38,47.754607,48.32,46.046,49.131,42.367,53.7585,0,1312,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
inet,1024,512,1048576,8,1000000,10000,10,195000,10000,41.448,1380.319,53.135,62.257,48.645533,49.069,48.663,49.253,47.778,50.138,37348,12364,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
inet,1024,1024,1048576,8,1000000,10000,10,196000,10000,41.245,110.394,54.786,63.789,48.516368,48.736,47.137,49.678,43.3255,53.4895,55,2966,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
inet,1024,2048,1048576,8,1000000,10000,10,206000,10000,39.025,1927.418,52.867,70.209,46.276327,45.661,44.588,47.471,40.2635,51.7955,5,3404,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
inet,1024,4096,1048576,8,1000000,10000,10,193000,10000,43.36,233.759,55.556,65.714,49.256539,49.124,48.838,49.409,47.9815,50.2655,22172,23254,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
inet,1024,8192,1048576,8,1000000,10000,10,194000,10000,41.995,1194.859,55.9,97.862,49.046734,48.874,47.76,49.649,44.9265,52.4825,57,5240,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
inet,1024,16384,1048576,8,1000000,10000,10,187000,10000,43.265,582.778,60.414,72.263,50.812104,50.194,49.218,51.595,45.6525,55.1605,3,9300,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
inet,1024,32768,1048576,8,1000000,10000,10,169000,10000,47.751,1599.852,74.918,221.931,55.663694,54.079,52.653,56.316,47.751,61.8105,0,13089,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
inet,1024,65536,1048576,8,1000000,10000,10,122000,10000,52.389,719.648,227.805,419.669,76.28268,68.147,62.11,74.258,52.389,92.48,0,22012,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
inet,1024,131072,1048576,8,1000000,10000,10,73000,10000,64.964,892.408,334.377,524.198,120.239666,110.445,106.604,115.38,93.44,128.544,7759,9981,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
inet,1024,262144,1048576,8,1000000,10000,10,36000,10000,92.715,731.213,378.046,557.532,220.715768,217.669,206.316,233.416,165.666,274.066,2270,1768,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
inet,1024,524288,1048576,8,1000000,10000,10,13000,10000,300.804,683.832,479.351,492.724,440.111335,441.198,431.942,450.433,404.2055,478.1695,201,175,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
inet,1024,1048576,1048576,8,1000000,10000,10,2000,10000,829.881,927.939,917.495,924.567,880.251784,879.628,873.862,886.647,854.6845,905.8245,82,97,,,cross_instance_host2host,c6in.8xlarge,2025-03-10 13:22:59,1bd9349,4
inet,1024,64,1048576,8,1000000,10000,10,194000,10000,42.972,356.054,52.717,60.088,48.987703,49.097,48.671,49.429,47.534,50.566,22452,15469,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,128,1048576,8,1000000,10000,10,194000,10000,43.076,66.49,52.889,61.159,49.147084,49.142,48.671,49.619,47.249,51.041,13931,11151,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,256,1048576,8,1000000,10000,10,194000,10000,42.313,71.095,53.211,61.325,49.159416,49.106,48.654,49.447,47.4645,50.6365,13155,16820,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,512,1048576,8,1000000,10000,10,195000,10000,43.588,70.676,52.543,58.391,48.867781,49.073,48.391,49.351,46.951,50.791,20388,11210,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,1024,1048576,8,1000000,10000,10,193000,10000,40.563,68.999,53.044,61.062,49.081624,49.101,48.629,49.393,47.483,50.539,18042,18207,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,2048,1048576,8,1000000,10000,10,193000,10000,40.327,100.687,54.152,91.32,49.256314,49.135,48.562,49.657,46.9195,51.2995,12282,9733,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,4096,1048576,8,1000000,10000,10,194000,10000,41.223,394.647,55.667,91.105,49.040323,48.948,47.866,49.742,45.052,52.556,1283,3900,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,8192,1048576,8,1000000,10000,10,194000,10000,39.594,113.167,53.587,97.734,49.161456,49.083,48.835,49.267,48.187,49.915,29754,11092,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,16384,1048576,8,1000000,10000,10,183000,10000,44.357,218.488,59.762,65.205,51.868389,51.378,50.211,52.985,46.05,57.146,1,5782,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,32768,1048576,8,1000000,10000,10,172000,10000,48.243,145.656,65.321,69.527,54.801318,54.16,52.963,55.923,48.523,60.363,4,7489,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,65536,1048576,8,1000000,10000,10,82000,10000,54.852,641.982,270.941,453.462,109.947514,101.413,98.187,105.934,86.5665,117.5545,2541,9950,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,131072,1048576,8,1000000,10000,10,75000,10000,64.596,739.576,301.046,473.773,117.887298,110.973,108.042,114.628,98.163,124.507,6548,8329,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,262144,1048576,8,1000000,10000,10,35000,10000,95.326,794.687,347.161,516.171,220.532002,218.242,208.641,229.163,177.858,259.946,1320,1025,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,524288,1048576,8,1000000,10000,10,13000,10000,182.178,762.578,480.207,572.837,440.110638,441.88,432.145,451.149,403.639,479.655,134,180,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,1048576,1048576,8,1000000,10000,10,2000,10000,837.861,921.532,916.523,921.338,880.25846,879.031,873.655,888.8,850.9375,911.5175,64,69,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,64,1048576,8,1000000,10000,10,193000,10000,43.441,72.216,52.896,59.265,49.144153,49.143,48.448,49.807,46.4095,51.8455,6018,5535,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,128,1048576,8,1000000,10000,10,196000,10000,41.593,67.208,53.056,58.875,48.511998,48.586,47.193,49.838,43.2255,53.8055,67,1172,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,256,1048576,8,1000000,10000,10,196000,10000,42.183,351.665,52.735,59.055,48.586436,48.73,47.294,49.707,43.6745,53.3265,4,1212,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,512,1048576,8,1000000,10000,10,193000,10000,40.698,273.48,54.774,92.036,49.197256,49.116,48.409,49.6,46.6225,51.3865,11596,8957,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,1024,1048576,8,1000000,10000,10,194000,10000,41.036,2185.247,52.581,97.807,48.909326,49.077,48.845,49.241,48.251,49.835,36403,8517,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,2048,1048576,8,1000000,10000,10,195000,10000,43.924,68.556,52.957,60.293,48.700829,48.804,47.52,49.698,44.253,52.965,6,1940,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,4096,1048576,8,1000000,10000,10,193000,10000,43.676,92.717,52.24,60.402,49.151697,49.118,48.962,49.266,48.506,49.722,20824,18497,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,8192,1048576,8,1000000,10000,10,194000,10000,45.284,98.318,53.371,61.799,49.165723,49.048,48.114,49.951,45.3585,52.7065,1,3458,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,16384,1048576,8,1000000,10000,10,187000,10000,42.623,381.95,57.444,63.806,50.654654,50.234,49.371,51.481,46.206,54.646,3,6189,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,32768,1048576,8,1000000,10000,10,169000,10000,46.172,459.251,65.657,69.919,54.989772,54.294,53.055,56.106,48.4785,60.6825,3,8284,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,65536,1048576,8,1000000,10000,10,131000,10000,52.303,772.674,150.71,412.115,71.369877,66.641,61.642,71.504,52.303,86.297,0,13055,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,131072,1048576,8,1000000,10000,10,74000,10000,64.905,704.946,349.949,521.295,118.534239,109.632,100.779,114.188,80.6655,134.3015,681,8838,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,262144,1048576,8,1000000,10000,10,36000,10000,96.412,649.303,322.645,472.608,220.121199,216.83,207.985,232.075,171.85,268.21,1126,816,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,524288,1048576,8,1000000,10000,10,13000,10000,178.795,763.95,479.671,609.97,440.101042,441.792,432.272,451.061,404.0885,479.2445,257,168,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,1048576,1048576,8,1000000,10000,10,2000,10000,838.167,921.881,916.611,921.56,880.246895,879.382,874.203,887.067,854.907,906.363,97,111,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:21:13,cdbcb12,4
inet,1024,64,1048576,8,1000000,10000,10,196000,10000,39.919,69.338,53.057,61.171,48.517057,48.611,47.132,49.763,43.1855,53.7095,5,1291,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,128,1048576,8,1000000,10000,10,201000,10000,41.256,999.073,52.072,59.393,47.361558,47.197,46.25,48.254,43.244,51.26,7,3832,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,256,1048576,8,1000000,10000,10,194000,10000,43.774,88.967,52.729,61.021,48.743525,49.034,48.031,49.34,46.0675,51.3035,13074,6932,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,512,1048576,8,1000000,10000,10,193000,10000,43.723,96.49,52.726,61.266,48.929967,49.09,48.56,49.341,47.3885,50.5125,23333,14410,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,1024,1048576,8,1000000,10000,10,194000,10000,41.198,587.176,57.97,90.975,48.895826,48.803,47.44,49.816,43.876,53.38,525,3105,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,2048,1048576,8,1000000,10000,10,194000,10000,42.45,89.52,53.127,61.886,49.181878,49.124,48.672,49.557,47.3445,50.8845,11371,13105,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,4096,1048576,8,1000000,10000,10,189000,10000,43.55,75.656,53.181,60.105,49.247139,49.128,48.786,49.493,47.7255,50.5535,12272,18704,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,8192,1048576,8,1000000,10000,10,190000,10000,41.868,1701.008,54.185,67.147,49.816461,49.547,48.729,50.577,45.957,53.349,150,3438,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,16384,1048576,8,1000000,10000,10,182000,10000,45.295,72.756,57.933,64.653,51.48353,51.102,50.217,52.305,47.085,55.437,5,5992,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,32768,1048576,8,1000000,10000,10,167000,10000,47.613,102.169,65.958,70.542,55.213347,54.539,53.242,56.44,48.445,61.237,7,7460,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,65536,1048576,8,1000000,10000,10,84000,10000,54.828,1233.83,737.239,952.08,105.750482,69.345,63.235,78.617,54.828,101.69,0,14820,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,131072,1048576,8,1000000,10000,10,29000,10000,69.643,1328.658,950.45,1120.164,263.998985,118.227,106.708,358.52,69.643,736.238,0,2226,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,262144,1048576,8,1000000,10000,10,17000,10000,90.124,1326.365,1013.275,1179.086,377.111383,284.998,199.947,532.902,90.124,1032.3345,0,133,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,524288,1048576,8,1000000,10000,10,11000,10000,152.507,1525.195,1106.293,1339.53,486.14022,445.792,405.899,556.451,180.071,782.279,143,796,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,1048576,1048576,8,1000000,10000,10,2000,10000,492.875,1086.351,944.816,1081.719,880.208705,880.047,863.988,897.171,814.2135,946.9455,22,16,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,64,1048576,8,1000000,10000,10,190000,10000,43.896,76.224,52.367,60.779,49.162446,49.127,48.94,49.312,48.382,49.87,20155,20307,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,128,1048576,8,1000000,10000,10,194000,10000,40.479,102.911,58.115,93.005,48.930924,49.023,47.919,49.496,45.5535,51.8615,10544,5416,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,256,1048576,8,1000000,10000,10,198000,10000,40.705,75.796,51.888,58.842,47.183966,46.927,46.094,47.983,43.2605,50.8165,4,4470,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,512,1048576,8,1000000,10000,10,190000,10000,43.551,533.106,54.612,60.743,49.190867,49.059,47.851,50.213,44.308,53.756,7,3987,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,1024,1048576,8,1000000,10000,10,192000,10000,42.55,92.843,51.977,59.384,48.68971,49.038,48.287,49.242,46.8545,50.6745,21775,5805,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,2048,1048576,8,1000000,10000,10,192000,10000,38.202,85.594,53.426,60.86,48.576809,48.564,47.366,49.427,44.2745,52.5185,135,3640,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,4096,1048576,8,1000000,10000,10,189000,10000,39.655,71.312,53.552,61.277,49.280468,49.117,48.346,50.003,45.8605,52.4885,120,4578,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,8192,1048576,8,1000000,10000,10,192000,10000,41.319,98.94,54.079,88.696,49.596441,49.271,48.651,50.231,46.281,52.601,328,6050,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,16384,1048576,8,1000000,10000,10,183000,10000,44.67,78.455,58.502,65.715,51.442799,51.031,50.193,52.214,47.1615,55.2455,9,6949,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,32768,1048576,8,1000000,10000,10,163000,10000,48.206,968.975,92.954,629.889,56.875079,54.028,52.806,55.843,48.2505,60.3985,2,9596,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,65536,1048576,8,1000000,10000,10,76000,10000,53.791,1167.464,707.858,909.849,110.492982,71.135,64.83,100.375,53.791,153.6925,0,7091,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,131072,1048576,8,1000000,10000,10,40000,10000,64.755,1251.918,827.435,1002.588,204.591548,115.016,107.935,215.471,64.755,376.775,0,6103,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,262144,1048576,8,1000000,10000,10,21000,10000,100.454,1197.034,881.982,1062.85,325.316955,231.956,176.397,443.56,100.454,844.3045,0,335,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,524288,1048576,8,1000000,10000,10,13000,10000,159.957,1135.756,833.558,1008.842,453.873723,441.982,413.92,479.567,315.4495,578.0375,1258,1599,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,1048576,1048576,8,1000000,10000,10,2000,10000,677.342,1117.637,951.81,1052.797,880.237719,879.584,865.064,896.223,818.3255,942.9615,26,24,,,cross_instance_host2host,c6in.8xlarge,2025-03-12 14:26:15,cdbcb12,4
inet,1024,64,1048576,8,1000000,10000,10,229000,10000,35.482,177.435,44.823,54.918,41.905502,41.773,41.596,42.061,40.8985,42.7585,82,4589,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,128,1048576,8,1000000,10000,10,224000,10000,36.676,211.757,46.059,59.456,42.741456,42.636,42.48,42.8,42.0,43.28,485,6506,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,256,1048576,8,1000000,10000,10,226000,10000,36.055,138.675,45.502,55.661,42.435054,42.339,42.198,42.498,41.748,42.948,282,6809,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,512,1048576,8,1000000,10000,10,226000,10000,35.691,67.792,45.365,55.935,42.352908,42.256,42.114,42.416,41.661,42.869,214,6788,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,1024,1048576,8,1000000,10000,10,227000,10000,35.926,431.757,45.306,55.754,42.334432,42.238,42.049,42.44,41.4625,43.0265,115,5741,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,2048,1048576,8,1000000,10000,10,222000,10000,36.844,196.929,46.055,56.298,43.088249,43.059,42.645,43.338,41.6055,44.3775,33,3667,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,4096,1048576,8,1000000,10000,10,216000,10000,37.604,194.535,47.531,57.384,44.291115,44.191,43.992,44.408,43.368,45.032,225,5575,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,8192,1048576,8,1000000,10000,10,212000,10000,38.38,807.735,48.392,58.507,45.037654,44.955,44.685,45.212,43.8945,46.0025,464,4843,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,16384,1048576,8,1000000,10000,10,195000,10000,42.804,201.672,52.384,64.816,48.749382,48.631,48.366,48.912,47.547,49.731,395,5049,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,32768,1048576,8,1000000,10000,10,145000,10000,56.871,103.624,69.059,79.631,64.704606,64.359,63.428,65.354,60.539,68.243,46,3329,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,65536,1048576,8,1000000,10000,10,94000,10000,84.32,485.365,183.322,277.375,96.783178,93.743,93.002,96.483,87.7805,101.7045,22,3155,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,131072,1048576,8,1000000,10000,10,50000,10000,106.444,871.464,292.875,359.026,168.335422,150.703,147.273,177.036,106.444,221.6805,0,6407,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,262144,1048576,8,1000000,10000,10,26000,10000,176.196,585.627,417.664,517.499,283.224102,257.436,250.141,328.565,176.196,446.201,0,66,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,524288,1048576,8,1000000,10000,10,10000,10000,338.263,836.139,732.197,815.799,522.20099,510.505,464.042,552.545,338.263,685.2995,0,696,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,1048576,1048576,8,1000000,10000,10,2000,10000,762.752,1080.914,1004.199,1069.087,881.907575,879.336,861.868,900.611,803.7535,958.7255,69,116,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,64,1048576,8,1000000,10000,10,226000,10000,35.885,169.605,46.006,57.53,42.476486,42.352,42.183,42.54,41.6475,43.0755,224,6747,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,128,1048576,8,1000000,10000,10,228000,10000,35.335,208.993,45.445,56.089,42.155787,42.172,41.734,42.373,40.7755,43.3315,59,5544,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,256,1048576,8,1000000,10000,10,226000,10000,36.042,193.162,45.445,55.628,42.454515,42.356,42.176,42.563,41.5955,43.1435,127,5682,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,512,1048576,8,1000000,10000,10,226000,10000,36.327,62.638,45.557,55.442,42.502363,42.407,42.243,42.59,41.7225,43.1105,173,6383,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,1024,1048576,8,1000000,10000,10,224000,10000,36.473,449.507,46.171,59.576,42.817015,42.698,42.54,42.881,42.0285,43.3925,178,6802,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,2048,1048576,8,1000000,10000,10,223000,10000,36.869,180.817,46.088,56.016,43.04512,42.929,42.647,43.269,41.714,44.202,35,4122,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,4096,1048576,8,1000000,10000,10,217000,10000,37.534,198.9,47.311,57.481,44.088693,43.914,43.72,44.191,43.0135,44.8975,56,13073,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,8192,1048576,8,1000000,10000,10,211000,10000,38.423,210.407,48.629,58.608,45.374572,45.281,45.057,45.513,44.373,46.197,154,4951,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,16384,1048576,8,1000000,10000,10,197000,10000,43.089,85.297,51.936,62.671,48.356375,48.229,48.039,48.444,47.4315,49.0515,253,6765,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,32768,1048576,8,1000000,10000,10,144000,10000,55.1,195.568,69.859,80.594,65.201796,64.971,63.987,65.965,61.02,68.932,36,3438,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,65536,1048576,8,1000000,10000,10,94000,10000,83.387,464.739,183.335,277.043,96.292474,93.36,92.645,95.364,88.5665,99.4425,33,4689,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,131072,1048576,8,1000000,10000,10,52000,10000,120.842,504.231,291.338,334.467,162.989548,148.418,145.702,152.966,134.806,163.862,6,9471,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,262144,1048576,8,1000000,10000,10,26000,10000,176.413,624.362,419.687,523.682,285.836956,261.762,252.508,331.272,176.413,449.418,0,99,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,524288,1048576,8,1000000,10000,10,10000,10000,359.0,737.384,657.366,703.85,507.585193,511.092,465.934,539.831,359.0,650.6765,0,131,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,1048576,1048576,8,1000000,10000,10,2000,10000,756.483,1086.03,1001.797,1042.859,874.881953,872.395,855.28,893.832,797.452,951.66,78,105,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,64,1048576,8,1000000,10000,10,229000,10000,35.358,183.319,44.896,54.704,41.891363,41.742,41.572,42.057,40.8445,42.7845,65,4639,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,128,1048576,8,1000000,10000,10,228000,10000,35.698,196.48,45.04,55.001,42.069813,41.983,41.827,42.151,41.341,42.637,397,5991,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,256,1048576,8,1000000,10000,10,230000,10000,35.358,91.966,44.743,54.892,41.744593,41.582,41.392,41.943,40.5655,42.7695,78,4801,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,512,1048576,8,1000000,10000,10,227000,10000,35.881,214.727,45.53,56.31,42.239985,42.118,41.971,42.285,41.5,42.756,210,8541,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,1024,1048576,8,1000000,10000,10,228000,10000,35.723,141.457,45.046,55.398,42.061697,41.962,41.793,42.158,41.2455,42.7055,136,6125,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,2048,1048576,8,1000000,10000,10,222000,10000,36.711,204.601,46.552,56.894,43.232227,43.122,42.951,43.316,42.4035,43.8635,182,6502,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,4096,1048576,8,1000000,10000,10,216000,10000,36.937,229.106,48.046,59.193,44.38137,44.249,44.066,44.457,43.4795,45.0435,156,7180,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,8192,1048576,8,1000000,10000,10,210000,10000,38.52,67.843,48.739,58.76,45.442998,45.34,45.12,45.579,44.4315,46.2675,71,5138,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,16384,1048576,8,1000000,10000,10,201000,10000,39.967,224.161,52.073,63.016,47.393155,48.218,47.788,48.673,46.4605,50.0005,39213,4157,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,32768,1048576,8,1000000,10000,10,144000,10000,55.495,450.053,70.256,83.892,65.233833,64.738,63.568,66.929,58.5265,71.9705,45,992,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
inet,1024,65536,1048576,8,1000000,10000,10,95000,10000,82.125,801.803,183.051,278.196,95.906054,93.153,91.95,95.812,86.157,101.605,17,2979,,,single_instance_proxy,c6in.8xlarge,2025-03-13 11:23:34,6be1398,3
